"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-01 10:00","2021","02","01","10:00","-7.3","","-13.3","","63","","0.0","","1","","17","","16.1","","101.14","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-01 11:00","2021","02","01","11:00","-6.4","","-13.7","","56","","0.0","","6","","13","","16.1","","101.12","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-01 12:00","2021","02","01","12:00","-5.3","","-13.1","","55","","0.0","","7","","13","","16.1","","101.04","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-01 13:00","2021","02","01","13:00","-4.9","","-12.8","","54","","0.0","","6","","15","","16.1","","100.94","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-01 14:00","2021","02","01","14:00","-4.1","","-11.2","","58","","0.0","","8","","17","","16.1","","100.85","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-01 15:00","2021","02","01","15:00","-2.7","","-11.7","","50","","0.0","","5","","13","","16.1","","100.83","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-01 16:00","2021","02","01","16:00","-2.2","","-12.8","","44","","0.0","","4","","13","","16.1","","100.83","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-01 17:00","2021","02","01","17:00","-3.0","","-15.8","","37","","0.0","","2","","15","","16.1","","100.87","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-01 18:00","2021","02","01","18:00","-2.9","","-15.3","","38","","0.0","","2","","13","","16.1","","100.91","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-01 19:00","2021","02","01","19:00","-3.7","","-14.9","","42","","0.0","","35","","22","","16.1","","100.93","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-01 20:00","2021","02","01","20:00","-3.6","","-14.5","","43","","0.0","","36","","17","","16.1","","100.91","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-01 21:00","2021","02","01","21:00","-3.6","","-14.1","","44","","0.0","","2","","18","","16.1","","100.89","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-01 22:00","2021","02","01","22:00","-4.0","","-14.3","","45","","0.0","","3","","22","","16.1","","100.89","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-01 23:00","2021","02","01","23:00","-4.3","","-14.6","","45","","0.0","","1","","11","","16.1","","100.86","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 00:00","2021","02","02","00:00","-4.6","","-14.8","","45","","0.0","","36","","17","","16.1","","100.83","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 01:00","2021","02","02","01:00","-5.1","","-15.5","","44","","0.0","","2","","18","","16.1","","100.78","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 02:00","2021","02","02","02:00","-5.9","","-15.1","","49","","0.0","","34","","13","","16.1","","100.75","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 03:00","2021","02","02","03:00","-6.7","","-15.0","","52","","0.0","","33","","11","","16.1","","100.72","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 04:00","2021","02","02","04:00","-6.5","","-14.8","","52","","0.0","","35","","11","","16.1","","100.69","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 05:00","2021","02","02","05:00","-6.4","","-14.7","","52","","0.0","","36","","11","","16.1","","100.68","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 06:00","2021","02","02","06:00","-6.8","","-14.7","","54","","0.0","","35","","15","","16.1","","100.67","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 07:00","2021","02","02","07:00","-6.7","","-13.9","","57","","0.0","","35","","24","","16.1","","100.63","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 08:00","2021","02","02","08:00","-6.3","","-12.7","","61","","0.0","","33","","18","","16.1","","100.57","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 09:00","2021","02","02","09:00","-5.4","","-11.9","","61","","0.0","","36","","24","","16.1","","100.51","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 10:00","2021","02","02","10:00","-5.0","","-11.9","","59","","0.0","","31","","15","","16.1","","100.47","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 11:00","2021","02","02","11:00","-3.3","","-12.0","","51","","0.0","","33","","11","","16.1","","100.40","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 12:00","2021","02","02","12:00","-2.6","","-12.7","","46","","0.0","","35","","21","","16.1","","100.25","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 13:00","2021","02","02","13:00","-1.5","","-10.5","","51","","0.0","","33","","18","","16.1","","100.14","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 14:00","2021","02","02","14:00","-0.5","","-9.1","","53","","0.0","","33","","22","","16.1","","100.08","","","","-6","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 15:00","2021","02","02","15:00","-0.6","","-8.7","","54","","0.0","","34","","22","","16.1","","100.05","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 16:00","2021","02","02","16:00","-0.4","","-7.5","","59","","0.0","","32","","22","","16.1","","100.03","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 17:00","2021","02","02","17:00","0.0","","-6.7","","61","","0.0","","33","","24","","16.1","","100.01","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 18:00","2021","02","02","18:00","-0.1","","-5.9","","65","","0.0","","33","","21","","16.1","","100.04","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 19:00","2021","02","02","19:00","-0.4","","-6.6","","63","","0.0","","32","","22","","16.1","","100.02","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 20:00","2021","02","02","20:00","-0.1","","-7.4","","58","","0.0","","33","","24","","16.1","","99.98","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 21:00","2021","02","02","21:00","-0.1","","-7.4","","58","","0.0","","33","","30","","16.1","","99.97","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 22:00","2021","02","02","22:00","-0.6","","-7.7","","59","","0.0","","33","","26","","16.1","","99.96","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-02 23:00","2021","02","02","23:00","-1.4","","-8.2","","60","","0.0","","32","","34","","16.1","","99.91","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 00:00","2021","02","03","00:00","-2.2","","-9.0","","60","","0.0","","33","","26","","16.1","","99.90","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 01:00","2021","02","03","01:00","-3.1","","-9.8","","60","","0.0","","33","","32","","16.1","","99.89","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 02:00","2021","02","03","02:00","-3.5","","-10.2","","60","","0.0","","34","","32","","16.1","","99.90","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 03:00","2021","02","03","03:00","-4.3","","-11.0","","60","","0.0","","34","","28","","16.1","","99.91","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 04:00","2021","02","03","04:00","-5.2","","-11.0","","64","","0.0","","33","","30","","16.1","","99.93","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 05:00","2021","02","03","05:00","-5.6","","-11.6","","63","","0.0","","33","","32","","16.1","","99.97","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 06:00","2021","02","03","06:00","-5.0","","-12.6","","56","","0.0","","32","","21","","16.1","","100.05","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 07:00","2021","02","03","07:00","-5.3","","-12.3","","58","","0.0","","32","","32","","16.1","","100.09","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 08:00","2021","02","03","08:00","-5.3","","-11.9","","60","","0.0","","32","","26","","16.1","","100.08","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 09:00","2021","02","03","09:00","-4.8","","-11.2","","61","","0.0","","33","","24","","16.1","","100.10","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 10:00","2021","02","03","10:00","-3.8","","-11.1","","57","","0.0","","31","","30","","16.1","","100.13","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 11:00","2021","02","03","11:00","-2.8","","-11.9","","50","","0.0","","32","","28","","16.1","","100.18","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 12:00","2021","02","03","12:00","-0.9","","-12.0","","43","","0.0","","33","","28","","16.1","","100.13","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 13:00","2021","02","03","13:00","0.5","","-11.8","","40","","0.0","","33","","26","","16.1","","100.11","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 14:00","2021","02","03","14:00","0.9","","-10.6","","42","","0.0","","32","","21","","16.1","","100.11","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 15:00","2021","02","03","15:00","1.4","","-10.4","","41","","0.0","","34","","26","","16.1","","100.12","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 16:00","2021","02","03","16:00","0.9","","-9.9","","45","","0.0","","33","","28","","16.1","","100.16","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 17:00","2021","02","03","17:00","0.3","","-9.2","","49","","0.0","","32","","21","","16.1","","100.19","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 18:00","2021","02","03","18:00","-0.9","","-9.6","","52","","0.0","","31","","24","","16.1","","100.22","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 19:00","2021","02","03","19:00","-1.1","","-9.4","","54","","0.0","","31","","22","","16.1","","100.28","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 20:00","2021","02","03","20:00","-1.0","","-8.7","","56","","0.0","","33","","24","","16.1","","100.27","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 21:00","2021","02","03","21:00","-1.0","","-7.8","","60","","0.0","","31","","24","","16.1","","100.33","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 22:00","2021","02","03","22:00","-1.0","","-8.0","","59","","0.0","","33","","21","","16.1","","100.32","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-03 23:00","2021","02","03","23:00","-1.2","","-7.1","","64","","0.0","","33","","21","","16.1","","100.34","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 00:00","2021","02","04","00:00","-1.3","","-7.5","","63","","0.0","","33","","26","","16.1","","100.36","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 01:00","2021","02","04","01:00","-1.1","","-7.3","","63","","0.0","","33","","26","","16.1","","100.37","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 02:00","2021","02","04","02:00","-1.2","","-7.0","","65","","0.0","","33","","18","","16.1","","100.43","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 03:00","2021","02","04","03:00","-1.6","","-6.9","","67","","0.0","","33","","18","","16.1","","100.47","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 04:00","2021","02","04","04:00","-2.1","","-6.9","","70","","0.0","","33","","21","","16.1","","100.50","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 05:00","2021","02","04","05:00","-2.6","","-7.0","","72","","0.0","","32","","17","","16.1","","100.55","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 06:00","2021","02","04","06:00","-3.1","","-6.8","","76","","0.0","","32","","9","","16.1","","100.56","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 07:00","2021","02","04","07:00","-3.6","","-6.9","","78","","0.0","","28","","9","","16.1","","100.57","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 08:00","2021","02","04","08:00","-3.4","","-6.2","","81","","0.0","","28","","11","","16.1","","100.65","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 09:00","2021","02","04","09:00","-2.2","","-5.7","","77","","0.0","","26","","13","","16.1","","100.66","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 10:00","2021","02","04","10:00","-0.7","","-6.0","","68","","0.0","","28","","8","","16.1","","100.64","","","","-4","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 11:00","2021","02","04","11:00","0.1","","-5.6","","65","","0.0","","23","","11","","16.1","","100.62","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 12:00","2021","02","04","12:00","1.3","","-5.4","","61","","0.0","","16","","5","","16.1","","100.50","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 13:00","2021","02","04","13:00","1.7","","-5.1","","61","","0.0","","19","","9","","16.1","","100.43","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 14:00","2021","02","04","14:00","1.7","","-2.6","","73","","0.0","","20","","18","","16.1","","100.38","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 15:00","2021","02","04","15:00","1.9","","-2.8","","71","","0.0","","19","","17","","16.1","","100.28","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 16:00","2021","02","04","16:00","1.8","","-2.5","","73","","0.0","","19","","15","","16.1","","100.17","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 17:00","2021","02","04","17:00","1.1","","-2.5","","77","","0.0","","18","","9","","16.1","","100.07","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 18:00","2021","02","04","18:00","0.8","","-3.7","","72","","0.0","","17","","8","","16.1","","100.01","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 19:00","2021","02","04","19:00","0.6","","-3.5","","74","","0.0","","11","","8","","16.1","","99.89","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 20:00","2021","02","04","20:00","1.3","","-3.9","","68","","0.0","","10","","13","","16.1","","99.76","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 21:00","2021","02","04","21:00","2.0","","-2.7","","71","","0.0","","9","","21","","16.1","","99.51","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 22:00","2021","02","04","22:00","2.5","","-2.0","","72","","0.0","","8","","22","","16.1","","99.41","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-04 23:00","2021","02","04","23:00","2.8","","-2.4","","69","","0.0","","9","","18","","16.1","","99.31","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 00:00","2021","02","05","00:00","2.7","","-4.1","","61","","0.0","","13","","11","","16.1","","99.24","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 01:00","2021","02","05","01:00","0.4","","-0.2","","96","","0.8","","11","","13","","2.8","","99.01","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 02:00","2021","02","05","02:00","1.3","","0.9","","97","","1.5","","11","","21","","8.1","","98.78","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 03:00","2021","02","05","03:00","2.0","","1.3","","95","","0.2","","12","","18","","16.1","","98.61","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 04:00","2021","02","05","04:00","2.5","","1.2","","91","","0.0","","15","","21","","16.1","","98.48","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 05:00","2021","02","05","05:00","2.6","","1.3","","91","","0.0","","17","","28","","16.1","","98.39","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 06:00","2021","02","05","06:00","2.5","","1.0","","90","","0.2","","21","","52","","16.1","","98.36","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 07:00","2021","02","05","07:00","1.3","","-1.3","","83","","0.0","","23","","50","","16.1","","98.46","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 08:00","2021","02","05","08:00","0.1","","-3.2","","79","","0.0","","24","","52","","16.1","","98.61","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 09:00","2021","02","05","09:00","-0.5","","-4.3","","76","","0.0","","23","","50","","16.1","","98.74","","","","-9","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 10:00","2021","02","05","10:00","-1.1","","-5.0","","75","","0.0","","24","","43","","16.1","","98.80","","","","-9","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 11:00","2021","02","05","11:00","-1.8","","-6.0","","73","","0.0","","24","","50","","16.1","","98.92","","","","-11","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 12:00","2021","02","05","12:00","-2.3","","-6.3","","74","","0.0","","23","","48","","16.1","","98.98","","","","-11","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 13:00","2021","02","05","13:00","-2.6","","-7.2","","71","","0.0","","23","","54","","16.1","","98.99","","","","-12","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 14:00","2021","02","05","14:00","-3.2","","-9.1","","64","","0.0","","24","","50","","16.1","","99.07","","","","-13","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 15:00","2021","02","05","15:00","-3.8","","-10.3","","61","","0.0","","24","","48","","16.1","","99.19","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 16:00","2021","02","05","16:00","-4.4","","-10.8","","61","","0.0","","24","","48","","16.1","","99.27","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 17:00","2021","02","05","17:00","-4.9","","-11.5","","60","","0.0","","26","","50","","16.1","","99.36","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 18:00","2021","02","05","18:00","-5.7","","-12.3","","60","","0.0","","25","","37","","16.1","","99.48","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 19:00","2021","02","05","19:00","-6.1","","-12.9","","59","","0.0","","24","","45","","16.1","","99.47","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 20:00","2021","02","05","20:00","-5.8","","-11.9","","62","","0.0","","24","","43","","16.1","","99.52","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 21:00","2021","02","05","21:00","-5.9","","-12.7","","59","","0.0","","25","","46","","16.1","","99.56","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 22:00","2021","02","05","22:00","-5.7","","-11.5","","64","","0.0","","25","","41","","16.1","","99.62","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-05 23:00","2021","02","05","23:00","-5.5","","-11.9","","61","","0.0","","24","","41","","16.1","","99.63","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 00:00","2021","02","06","00:00","-5.3","","-11.3","","63","","0.0","","25","","34","","16.1","","99.60","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 01:00","2021","02","06","01:00","-5.5","","-12.0","","61","","0.0","","24","","45","","16.1","","99.59","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 02:00","2021","02","06","02:00","-6.0","","-12.3","","61","","0.0","","25","","37","","16.1","","99.62","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 03:00","2021","02","06","03:00","-6.2","","-11.7","","66","","0.0","","25","","37","","16.1","","99.70","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 04:00","2021","02","06","04:00","-6.8","","-11.8","","68","","0.0","","23","","41","","16.1","","99.77","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 05:00","2021","02","06","05:00","-6.9","","-11.1","","72","","0.0","","24","","39","","16.1","","99.90","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 06:00","2021","02","06","06:00","-7.2","","-11.6","","71","","0.0","","24","","45","","16.1","","99.97","","","","-18","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 07:00","2021","02","06","07:00","-7.0","","-11.6","","70","","0.0","","25","","37","","16.1","","100.05","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 08:00","2021","02","06","08:00","-7.4","","-12.1","","69","","0.0","","24","","45","","16.1","","100.18","","","","-18","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 09:00","2021","02","06","09:00","-6.9","","-11.3","","71","","0.0","","24","","46","","16.1","","100.27","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 10:00","2021","02","06","10:00","-6.6","","-11.6","","68","","0.0","","24","","41","","16.1","","100.37","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 11:00","2021","02","06","11:00","-6.1","","-11.8","","65","","0.0","","24","","52","","16.1","","100.45","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 12:00","2021","02","06","12:00","-5.8","","-12.4","","60","","0.0","","25","","50","","16.1","","100.48","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 13:00","2021","02","06","13:00","-5.3","","-12.8","","56","","0.0","","25","","43","","16.1","","100.56","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 14:00","2021","02","06","14:00","-5.1","","-12.5","","56","","0.0","","25","","48","","16.1","","100.65","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 15:00","2021","02","06","15:00","-5.2","","-12.8","","55","","0.0","","24","","34","","16.1","","100.72","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 16:00","2021","02","06","16:00","-4.8","","-12.2","","56","","0.0","","26","","34","","16.1","","100.79","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 17:00","2021","02","06","17:00","-5.3","","-12.3","","58","","0.0","","24","","28","","16.1","","100.83","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 18:00","2021","02","06","18:00","-5.7","","-12.5","","59","","0.0","","24","","28","","16.1","","100.87","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 19:00","2021","02","06","19:00","-6.1","","-12.3","","62","","0.0","","25","","22","","16.1","","100.91","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 20:00","2021","02","06","20:00","-6.0","","-11.2","","67","","0.0","","23","","34","","16.1","","100.96","","","","-15","","NA"
